2010,53.25443787,45.16129032,42.36111111,37.20930233,39.65517241,50.51546392,39.2,35.2173913,40,41.46341463,35,47.44897959,51.13636364,31.94945848,38.50637523,46.74556213,54.83870968,57.63888889,62.79069767,60.34482759,49.48453608,60.8,64.7826087,60,58.53658537,65,52.55102041,48.86363636,68.05054152,61.49362477
2011,50.96774194,42.85714286,42.53731343,38.0952381,36.19047619,49.41176471,38.18181818,33.78378378,40.625,39.47368421,31.73076923,44.88636364,49.38271605,29.94186047,36.64031621,49.03225806,57.14285714,57.46268657,61.9047619,63.80952381,50.58823529,61.81818182,66.21621622,59.375,60.52631579,68.26923077,55.11363636,50.61728395,70.05813953,63.35968379
2012,50.31446541,41.44736842,41.60583942,39.3258427,35.71428571,51.19047619,39.63963964,33.47639485,40,38.46153846,28.57142857,44.75138122,49.39759036,29.79942693,36.43050716,49.68553459,58.55263158,58.39416058,60.6741573,64.28571429,48.80952381,60.36036036,66.52360515,60,61.53846154,71.42857143,55.24861878,50.60240964,70.20057307,63.56949284
2013,50,41.02564103,42.75362319,38.70967742,35.59322034,54.32098765,40.18691589,34.1563786,40.90909091,39.47368421,25.6097561,45.40540541,50.60240964,31.31604227,37.28290235,50,58.97435897,57.24637681,61.29032258,64.40677966,45.67901235,59.81308411,65.8436214,59.09090909,60.52631579,74.3902439,54.59459459,49.39759036,68.68395773,62.71709765
2014,49.3902439,41.81818182,42.22222222,38.61386139,34.64566929,56.47058824,40.90909091,34.26294821,41.79104478,39.47368421,22.97297297,46.15384615,47.61904762,31.78294574,37.51434034,50.6097561,58.18181818,57.77777778,61.38613861,65.35433071,43.52941176,59.09090909,65.73705179,58.20895522,60.52631579,77.02702703,53.84615385,52.38095238,68.21705426,62.48565966
2015,49.70414201,41.61849711,41.60583942,38.83495146,35.33834586,57.14285714,40.90909091,35,42.85714286,42.10526316,23.94366197,45.6043956,51.1627907,32.61927945,38.17631479,50.29585799,58.38150289,58.39416058,61.16504854,64.66165414,42.85714286,59.09090909,65,57.14285714,57.89473684,76.05633803,54.3956044,48.8372093,67.38072055,61.82368521
2016,49.71428571,41.14285714,41.42857143,39.44954128,37.06293706,56.81818182,40.86956522,34.94423792,42.66666667,43.58974359,24.65753425,46.19565217,49.45054945,32.17477656,38.20350354,50.28571429,58.85714286,58.57142857,60.55045872,62.93706294,43.18181818,59.13043478,65.05576208,57.33333333,56.41025641,75.34246575,53.80434783,50.54945055,67.82522344,61.79649646
2017,51.28205128,40.625,40.625,42.4,39.24050633,56.70103093,43.60902256,35.395189,40.86021505,47.82608696,35.80246914,49.76744186,51.42857143,33.94664213,40.06044325,48.71794872,59.375,59.375,57.6,60.75949367,43.29896907,56.39097744,64.604811,59.13978495,52.17391304,64.19753086,50.23255814,48.57142857,66.05335787,59.93955675
2018,52.91479821,47.00460829,47.36842105,46.2585034,42.07650273,58.62068966,49.10179641,39.82808023,52,54.41176471,35.5704698,53.67647059,53.73134328,37.20164609,44.25319267,47.08520179,52.99539171,52.63157895,53.7414966,57.92349727,41.37931034,50.89820359,60.17191977,48,45.58823529,64.4295302,46.32352941,46.26865672,62.79835391,55.74680733
2019,52.94117647,50.38461538,48.79032258,48.88888889,45.08928571,60.29411765,49.25373134,41.11922141,55.2238806,56.04395604,40.47619048,53.63128492,54.32098765,38.832315,45.91836735,47.05882353,49.61538462,51.20967742,51.11111111,54.91071429,39.70588235,50.74626866,58.88077859,44.7761194,43.95604396,59.52380952,46.36871508,45.67901235,61.167685,54.08163265
